0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:07 +0900] "GET /comment/10 HTTP/1.1" 200 255
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:07 +0900] "GET /board/boardDetail?brd_num=10 HTTP/1.1" 200 9401
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:08 +0900] "GET /comment/10 HTTP/1.1" 200 255
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:10 +0900] "GET / HTTP/1.1" 200 18990
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:10 +0900] "GET /upload/2023/01/17/dd8e3b87-f65b-4a08-bc66-385cdd3d2096_9791140702046.jpg HTTP/1.1" 200 50763
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:14 +0900] "GET /ntc/noticeOnly HTTP/1.1" 200 6916
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:15 +0900] "GET /ntc/noticeDetailOnly?ntc_num=48 HTTP/1.1" 200 6759
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:16 +0900] "GET /ntc/noticeOnly HTTP/1.1" 200 6916
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:56:17 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:14 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:15 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:15 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:16 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:16 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:16 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:16 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:16 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:17 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:58:18 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7150
0:0:0:0:0:0:0:1 - - [18/Jan/2023:10:59:58 +0900] "GET / HTTP/1.1" 200 18978
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:02 +0900] "GET /ntc/noticeOnly HTTP/1.1" 200 6922
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:03 +0900] "GET /ntc/noticeDetailOnly?ntc_num=47 HTTP/1.1" 200 7156
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:11 +0900] "GET /ntc/noticeOnly HTTP/1.1" 200 6922
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:13 +0900] "GET /ntc/noticeDetailOnly?ntc_num=48 HTTP/1.1" 200 6765
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:45 +0900] "GET / HTTP/1.1" 200 18957
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:49 +0900] "GET /pp HTTP/1.1" 200 54733
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:53 +0900] "GET /mem/mypage HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:00:56 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:02:00 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:02:00 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:02:01 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:02:01 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:04 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:04 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:04 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:05 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:05 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:05 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:05 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:05 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:06 +0900] "GET /mem/delete HTTP/1.1" 200 9594
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:21 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:03:22 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:46 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:46 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:47 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:48 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:49 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:49 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:54 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:55 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:04:55 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /mem/delete HTTP/1.1" 200 9577
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/js/boardComment.js HTTP/1.1" 200 5599
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/js/memberJoin.js HTTP/1.1" 200 7974
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageOrderList.css HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageModify.css HTTP/1.1" 200 1074
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypage.css HTTP/1.1" 200 970
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageBoardList.css HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageBuyList.css HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageBoardDetail.css HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/css/mypageBoardRegisterAndModify.css HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/img/logo.jpg HTTP/1.1" 200 71699
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:05 +0900] "GET /resources/img/logo2.png HTTP/1.1" 200 24561
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET / HTTP/1.1" 200 18657
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/img/main-slide-ad1.jpg HTTP/1.1" 200 308588
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/img/main-slide-ad2.jpg HTTP/1.1" 200 1620458
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/img/main-slide-ad3.jpg HTTP/1.1" 200 143559
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/img/mini-ad1.jpg HTTP/1.1" 200 308428
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/824e0675-743b-4a8b-b2d8-9d5b8f4592b4_9791191013474.jpg HTTP/1.1" 200 69816
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/5db68c9a-8223-4319-b2a9-37d9f99632b8_9788932922966.jpg HTTP/1.1" 200 54019
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/5c47d44d-c410-4eec-87dc-56be5d959a34_9788955826333.jpg HTTP/1.1" 200 35439
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/f2c629d8-f206-4c57-aa13-df6679f289dd_9788997381678.jpg HTTP/1.1" 200 26936
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/46462bfe-148a-4857-b4cf-e26a8dc46575_9791195026128.jpg HTTP/1.1" 200 47355
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/97c55d53-c707-4433-aa72-c9e71e00ed9a_9791187033882.jpg HTTP/1.1" 200 53643
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/5558ef9c-00e0-405f-8131-b59900137e85_9791191825619.jpg HTTP/1.1" 200 51604
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/71f310a6-496a-4c89-8dfd-e3c597d8a9de_9791130688886.jpg HTTP/1.1" 200 32075
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/bcbb779b-ddab-48e6-90bc-14da012abc34_9788925563350.jpg HTTP/1.1" 200 53980
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/16/9712c4b3-788a-40b9-b2c1-c79762aa0688_9791157687916.jpg HTTP/1.1" 200 52376
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /upload/2023/01/17/67e8ad6f-299f-4e5b-adbc-22b385146a6a_9791168807488.jpg HTTP/1.1" 200 38248
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/img/newYearAD.jpg HTTP/1.1" 200 531063
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:07 +0900] "GET /resources/css/memberLogin.css HTTP/1.1" 200 1158
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:08 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:08 +0900] "GET / HTTP/1.1" 200 18979
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:08 +0900] "GET /upload/2023/01/17/920a13bf-79e1-484b-a312-1be1a456fa5f_9791140701605.jpg HTTP/1.1" 200 48626
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:09 +0900] "GET /mem/mypage HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:09 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:11 +0900] "GET /board/list HTTP/1.1" 200 10346
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:11 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:14 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:14 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:23 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:39 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:39 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:39 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:40 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:40 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:40 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:40 +0900] "GET /mem/delete HTTP/1.1" 200 9611
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:51 +0900] "GET /board/list HTTP/1.1" 200 10346
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:51 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:53 +0900] "GET /mem/orderCheck?mem_num=44 HTTP/1.1" 200 8002
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:54 +0900] "GET /mem/charge HTTP/1.1" 200 8144
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:05:55 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:06:27 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:05 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:05 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:05 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:06 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:06 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:06 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:06 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:34 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:34 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:35 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:35 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:35 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:47 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:47 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:48 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:48 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:08:48 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:00 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:00 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:00 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:00 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:00 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:01 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:02 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:19 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:19 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:19 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:20 +0900] "GET /mem/modify HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /mem/modify HTTP/1.1" 200 10849
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/js/memberJoin.js HTTP/1.1" 200 7974
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/js/boardComment.js HTTP/1.1" 200 5599
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypage.css HTTP/1.1" 200 970
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageDelete.css HTTP/1.1" 200 303
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageOrderList.css HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageModify.css HTTP/1.1" 200 1118
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageBuyList.css HTTP/1.1" 200 67
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageBoardDetail.css HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageBoardList.css HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/css/mypageBoardRegisterAndModify.css HTTP/1.1" 200 317
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/img/logo.jpg HTTP/1.1" 200 71699
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:31 +0900] "GET /resources/img/logo2.png HTTP/1.1" 200 24561
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET / HTTP/1.1" 200 18663
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/img/main-slide-ad1.jpg HTTP/1.1" 200 308588
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/img/main-slide-ad2.jpg HTTP/1.1" 200 1620458
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/img/main-slide-ad3.jpg HTTP/1.1" 200 143559
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/img/mini-ad1.jpg HTTP/1.1" 200 308428
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/824e0675-743b-4a8b-b2d8-9d5b8f4592b4_9791191013474.jpg HTTP/1.1" 200 69816
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/5db68c9a-8223-4319-b2a9-37d9f99632b8_9788932922966.jpg HTTP/1.1" 200 54019
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/5c47d44d-c410-4eec-87dc-56be5d959a34_9788955826333.jpg HTTP/1.1" 200 35439
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/f2c629d8-f206-4c57-aa13-df6679f289dd_9788997381678.jpg HTTP/1.1" 200 26936
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/46462bfe-148a-4857-b4cf-e26a8dc46575_9791195026128.jpg HTTP/1.1" 200 47355
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/97c55d53-c707-4433-aa72-c9e71e00ed9a_9791187033882.jpg HTTP/1.1" 200 53643
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/5558ef9c-00e0-405f-8131-b59900137e85_9791191825619.jpg HTTP/1.1" 200 51604
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/71f310a6-496a-4c89-8dfd-e3c597d8a9de_9791130688886.jpg HTTP/1.1" 200 32075
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/bcbb779b-ddab-48e6-90bc-14da012abc34_9788925563350.jpg HTTP/1.1" 200 53980
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/16/9712c4b3-788a-40b9-b2c1-c79762aa0688_9791157687916.jpg HTTP/1.1" 200 52376
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/img/newYearAD.jpg HTTP/1.1" 200 531063
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /upload/2023/01/17/733e9063-463c-4f13-b921-5c923d656b58_9791168803169.jpg HTTP/1.1" 200 43467
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /mem/loginPage HTTP/1.1" 200 1307
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:33 +0900] "GET /resources/css/memberLogin.css HTTP/1.1" 200 1158
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:34 +0900] "POST /mem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:35 +0900] "GET / HTTP/1.1" 200 18983
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:36 +0900] "GET /mem/mypage HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:36 +0900] "GET /resources/css/mypageModify.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:41 +0900] "GET /mem/mypage HTTP/1.1" 200 10946
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:41 +0900] "GET /resources/css/mypageModify.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:42 +0900] "GET / HTTP/1.1" 200 19034
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:43 +0900] "GET /upload/2023/01/17/3fd8deff-b542-4ee4-aae6-365286b948ae_9791138330213.jpg HTTP/1.1" 200 40833
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:43 +0900] "GET /mem/logOut HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:43 +0900] "GET / HTTP/1.1" 200 18663
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:44 +0900] "GET /mem/joinPage HTTP/1.1" 200 4402
0:0:0:0:0:0:0:1 - - [18/Jan/2023:11:09:44 +0900] "GET /resources/css/memberJoin.css HTTP/1.1" 200 1084
